,AGE,L??ng,Gi?i tính,K?t qu? t?p train ,Z',"True = 1, Fales=0",??i c?t H,Purchased= y_train ,TinhdoChinhxac,KQ,,,,,,,,
95,1.847701488,0.125020877,1.020204061,3.237935808,0.962237175,TRUE,1,1,1,,,,,,,,,
96,0.701543935,-1.1083031,1.020204061,-0.567893266,0.361723085,FALSE,0,1,0,,,,,,,,,
97,-0.444613617,-1.225762526,-0.980196059,-3.47801639,0.029944245,FALSE,0,0,1,,,,,,,,,
98,-0.253587358,2.268655408,-0.980196059,0.727736976,0.674308471,TRUE,1,1,1,,,,,,,,,
99,-0.253587358,-0.256722259,1.020204061,-1.698589767,0.154649539,FALSE,0,0,1,,,,,,,,,
100,0.128465159,0.09565602,-0.980196059,-0.809791456,0.307934937,FALSE,0,0,1,,,,,,,,,
101,1.083596453,0.565493726,1.020204061,2.071897554,0.888141615,TRUE,1,1,1,,,,,,,,,
102,0.988083323,-1.167032813,-0.980196059,-0.331070676,0.417980134,FALSE,0,1,0,,,,,,,,,
103,1.274622711,2.239290551,-0.980196059,3.984563547,0.981739102,TRUE,1,1,1,,,,,,,,,
104,-1.017692393,0.771047722,-0.980196059,-2.54290487,0.072904591,FALSE,0,1,0,,,,,,,,,
105,1.5611621,1.005966574,-0.980196059,3.261904322,0.96309853,TRUE,1,1,1,,,,,,,,,
106,-0.253587358,-1.255127383,1.020204061,-2.782779497,0.058261864,FALSE,0,0,1,,,,,,,,,
107,0.319491418,0.066291164,1.020204061,-0.114554563,0.471392636,FALSE,0,0,1,,,,,,,,,
108,0.988083323,-1.196397669,-0.980196059,-0.362958609,0.410243559,FALSE,0,1,0,,,,,,,,,
109,0.797057065,0.771047722,-0.980196059,1.362443604,0.79615656,TRUE,1,0,0,,,,,,,,,
110,0.223978288,-0.256722259,1.020204061,-0.670866485,0.338302848,FALSE,0,0,1,,,,,,,,,
111,-1.113205523,0.477399156,1.020204061,-2.751293346,0.060013648,FALSE,0,0,1,,,,,,,,,
112,-1.017692393,-0.344816828,1.020204061,-3.438610819,0.03111033,FALSE,0,0,1,,,,,,,,,
113,-0.349100488,0.066291164,-0.980196059,-1.869402672,0.133610853,FALSE,0,0,1,,,,,,,,,
114,1.943214617,-0.93211396,-0.980196059,1.979479355,0.87862565,TRUE,1,1,1,,,,,,,,,
115,0.892570194,-0.550370825,-0.980196059,0.133031265,0.533208855,TRUE,1,1,1,,,,,,,,,
116,1.656675229,1.622628563,-0.980196059,4.137095576,0.98428184,TRUE,1,1,1,,,,,,,,,
117,-1.781797428,-1.431316522,-0.980196059,-6.578857114,0.001387509,FALSE,0,0,1,,,,,,,,,
118,1.274622711,-1.372586809,1.020204061,0.378383275,0.593483109,TRUE,1,1,1,,,,,,,,,
119,1.370135841,2.356749977,1.020204061,4.63369545,0.990374768,TRUE,1,1,1,,,,,,,,,
120,-1.017692393,-1.460681379,1.020204061,-4.650352282,0.009467739,FALSE,0,0,1,,,,,,,,,
121,0.892570194,-0.609100538,-0.980196059,0.069255399,0.517306933,TRUE,1,1,1,,,,,,,,,
122,0.797057065,1.38770971,1.020204061,2.348125715,0.912785134,TRUE,1,1,1,,,,,,,,,
123,-1.113205523,-1.02020853,-0.980196059,-4.693613453,0.009070523,FALSE,0,0,1,,,,,,,,,
124,-1.781797428,-1.313857096,1.020204061,-6.135269868,0.002160463,FALSE,0,0,1,,,,,,,,,
125,-1.113205523,-1.1083031,1.020204061,-4.473241739,0.011281541,FALSE,0,0,1,,,,,,,,,
126,-0.635639876,0.565493726,-0.980196059,-1.943941777,0.12521545,FALSE,0,0,1,,,,,,,,,
127,1.179109582,0.536128869,-0.980196059,1.929518764,0.873196145,TRUE,1,1,1,,,,,,,,,
128,-1.49525804,-1.519411092,1.020204061,-5.741851431,0.003198558,FALSE,0,0,1,,,,,,,,,
129,-0.253587358,0.036926307,-0.980196059,-1.695745949,0.155021686,FALSE,0,0,1,,,,,,,,,
130,-0.349100488,1.240885427,1.020204061,-0.27784983,0.430980998,FALSE,0,1,0,,,,,,,,,
131,0.319491418,0.27184516,1.020204061,0.10866097,0.527138545,TRUE,1,0,0,,,,,,,,,
132,0.128465159,0.036926307,1.020204061,-0.557531809,0.364118744,FALSE,0,0,1,,,,,,,,,
133,0.223978288,0.154385733,1.020204061,-0.22443542,0.444125488,FALSE,0,0,1,,,,,,,,,
134,-0.826666135,-0.256722259,1.020204061,-2.931857707,0.050601005,FALSE,0,0,1,,,,,,,,,
135,-1.113205523,0.066291164,-0.980196059,-3.513759924,0.028923245,FALSE,0,0,1,,,,,,,,,
136,-0.0625611,1.975006842,-0.980196059,0.819946957,0.69422508,TRUE,1,1,1,,,,,,,,,
137,-0.444613617,-0.286087115,-0.980196059,-2.457602527,0.078884366,FALSE,0,0,1,,,,,,,,,
138,-0.0625611,-0.521005968,1.020204061,-1.574491853,0.171576985,FALSE,0,0,1,,,,,,,,,
139,-0.922179264,-1.1083031,1.020204061,-4.062152426,0.016920694,FALSE,0,0,1,,,,,,,,,
140,-0.731153005,0.506764012,1.020204061,-1.897226786,0.13042267,FALSE,0,0,1,,,,,,,,,
141,-0.158074229,-0.521005968,1.020204061,-1.78003651,0.144298626,FALSE,0,0,1,,,,,,,,,
142,0.988083323,0.125020877,1.020204061,1.388033899,0.800278181,TRUE,1,1,1,,,,,,,,,
143,-1.49525804,-0.197992546,-0.980196059,-4.622929949,0.009728399,FALSE,0,0,1,,,,,,,,,
144,-0.253587358,0.066291164,1.020204061,-1.347822502,0.206226594,FALSE,0,0,1,,,,,,,,,
145,-1.781797428,-1.490046235,1.020204061,-6.326597467,0.001784916,FALSE,0,0,1,,,,,,,,,
146,-1.304231782,-1.1083031,-0.980196059,-5.200366566,0.005484299,FALSE,0,0,1,,,,,,,,,
147,-0.253587358,-0.374181685,-0.980196059,-2.142177014,0.105064518,FALSE,0,0,1,,,,,,,,,
148,0.797057065,0.125020877,-0.980196059,0.660909073,0.659464569,TRUE,1,0,0,,,,,,,,,
149,-0.158074229,1.417074567,1.020204061,0.324567083,0.58043688,TRUE,1,1,1,,,,,,,,,
150,-1.304231782,-0.432911398,-0.980196059,-4.466944102,0.011352003,FALSE,0,0,1,,,,,,,,,
151,0.892570194,1.094061144,-0.980196059,1.918755526,0.871999594,TRUE,1,1,1,,,,,,,,,
152,0.415004547,2.327385121,1.020204061,2.546360952,0.927328659,TRUE,1,1,1,,,,,,,,,
153,-0.158074229,1.622628563,1.020204061,0.547782615,0.633620988,TRUE,1,1,1,,,,,,,,,
154,-0.253587358,0.536128869,1.020204061,-0.83761557,0.30203721,FALSE,0,0,1,,,,,,,,,
155,-0.635639876,-1.607505662,-0.980196059,-4.303648835,0.013338811,FALSE,0,0,1,,,,,,,,,
156,0.128465159,1.886912272,-0.980196059,1.13537247,0.756829006,TRUE,1,1,1,,,,,,,,,
157,-1.017692393,0.565493726,1.020204061,-2.450084889,0.079432342,FALSE,0,0,1,,,,,,,,,
158,-0.540126747,1.47580428,1.020204061,-0.433835677,0.39321078,FALSE,0,1,0,,,,,,,,,
159,-1.113205523,0.418669443,-0.980196059,-3.131104725,0.041842295,FALSE,0,0,1,,,,,,,,,
160,-0.253587358,0.27184516,1.020204061,-1.124606969,0.245157738,FALSE,0,0,1,,,,,,,,,
161,0.415004547,0.09565602,1.020204061,0.122878027,0.530680912,TRUE,1,1,1,,,,,,,,,
162,1.5611621,1.123426001,-0.980196059,3.389456054,0.967373381,TRUE,1,1,1,,,,,,,,,
163,0.415004547,0.007561451,-0.980196059,-0.288821286,0.42829246,FALSE,0,0,1,,,,,,,,,
164,0.223978288,0.066291164,-0.980196059,-0.636134733,0.34612081,FALSE,0,0,1,,,,,,,,,
165,-1.686284299,-0.990843673,-0.980196059,-5.894993459,0.002745635,FALSE,0,0,1,,,,,,,,,
166,-1.686284299,0.35993973,-0.980196059,-4.428148531,0.011795768,FALSE,0,0,1,,,,,,,,,
167,-1.304231782,-0.432911398,1.020204061,-4.150908588,0.01550588,FALSE,0,0,1,,,,,,,,,
168,-0.0625611,0.007561451,1.020204061,-1.000509055,0.268841347,FALSE,0,1,0,,,,,,,,,
169,-0.540126747,0.888507148,1.020204061,-1.071594341,0.255100003,FALSE,0,1,0,,,,,,,,,
170,-1.208718652,0.27184516,1.020204061,-3.180053535,0.039923282,FALSE,0,0,1,,,,,,,,,
171,-0.253587358,0.066291164,-0.980196059,-1.663858015,0.159244784,FALSE,0,0,1,,,,,,,,,
172,-0.0625611,-1.078938243,-0.980196059,-2.496398098,0.076111073,FALSE,0,0,1,,,,,,,,,
173,0.128465159,0.154385733,-0.980196059,-0.74601559,0.321690103,FALSE,0,1,0,,,,,,,,,
174,0.03295203,-0.432911398,-0.980196059,-1.589318911,0.169479743,FALSE,0,0,1,,,,,,,,,
175,-0.253587358,-0.667830251,-0.980196059,-2.461056346,0.07863377,FALSE,0,0,1,,,,,,,,,
176,-0.731153005,-0.227357402,-0.980196059,-3.01046063,0.046955528,FALSE,0,0,1,,,,,,,,,
177,1.943214617,2.180560838,1.020204061,5.67563579,0.996583226,TRUE,1,1,1,,,,,,,,,
178,0.223978288,0.036926307,1.020204061,-0.351987153,0.412900625,FALSE,0,1,0,,,,,,,,,
179,-0.253587358,0.154385733,1.020204061,-1.252158702,0.222326681,FALSE,0,0,1,,,,,,,,,
180,0.03295203,0.036926307,1.020204061,-0.763076466,0.317978705,FALSE,0,0,1,,,,,,,,,
181,0.510517677,1.857547415,-0.980196059,1.925663163,0.87276862,TRUE,1,0,0,,,,,,,,,
182,-1.781797428,0.007561451,1.020204061,-4.700312873,0.009010504,FALSE,0,0,1,,,,,,,,,
183,-1.113205523,-0.785289677,-0.980196059,-4.438509987,0.011675598,FALSE,0,0,1,,,,,,,,,
184,-0.731153005,1.094061144,1.020204061,-1.259468122,0.221065466,FALSE,0,1,0,,,,,,,,,
185,0.223978288,-0.374181685,1.020204061,-0.798418218,0.310363979,FALSE,0,0,1,,,,,,,,,
186,0.03295203,1.270250284,-0.980196059,0.260181216,0.564680838,TRUE,1,1,1,,,,,,,,,
187,-0.253587358,0.154385733,1.020204061,-1.252158702,0.222326681,FALSE,0,0,1,,,,,,,,,
188,-0.158074229,0.154385733,-0.980196059,-1.362649559,0.203810017,FALSE,0,0,1,,,,,,,,,
189,-1.113205523,0.301210016,1.020204061,-2.942620945,0.050086427,FALSE,0,0,1,,,,,,,,,
190,0.415004547,1.005966574,1.020204061,1.111403957,0.75239076,TRUE,1,1,1,,,,,,,,,
191,-0.731153005,0.27184516,-0.980196059,-2.468365765,0.078105828,FALSE,0,0,1,,,,,,,,,
192,1.943214617,0.917872005,-0.980196059,3.988419148,0.981808095,TRUE,1,1,1,,,,,,,,,
193,-1.113205523,-1.578140805,1.020204061,-4.983448671,0.006803788,FALSE,0,0,1,,,,,,,,,
194,1.083596453,-1.225762526,1.020204061,0.126733628,0.531641068,TRUE,1,1,1,,,,,,,,,
195,0.415004547,-0.462276255,1.020204061,-0.482992704,0.381545691,FALSE,0,0,1,,,,,,,,,
196,-1.59077117,-1.578140805,-0.980196059,-6.327207467,0.001783829,FALSE,0,0,1,,,,,,,,,
197,0.988083323,1.798817702,-0.980196059,2.889610579,0.947330455,TRUE,1,1,1,,,,,,,,,
198,-0.540126747,2.356749977,-0.980196059,0.206766806,0.551508323,TRUE,1,1,1,,,,,,,,,
199,-0.253587358,-0.139262832,-0.980196059,-1.887073548,0.131578502,FALSE,0,0,1,,,,,,,,,
200,-0.444613617,2.327385121,-0.980196059,0.38042353,0.593975249,TRUE,1,1,1,,,,,,,,,
201,-0.731153005,1.358344853,-0.980196059,-1.288512236,0.216104737,FALSE,0,0,1,,,,,,,,,
202,-1.017692393,-1.137667956,-0.980196059,-4.61562053,0.009799069,FALSE,0,0,1,,,,,,,,,
203,-0.826666135,-0.785289677,1.020204061,-3.505840504,0.029146507,FALSE,0,0,1,,,,,,,,,
204,-0.0625611,-0.374181685,-0.980196059,-1.731087701,0.150448504,FALSE,0,0,1,,,,,,,,,
205,2.134240876,1.123426001,-0.980196059,4.622723994,0.990269617,TRUE,1,1,1,,,,,,,,,
206,-0.158074229,-0.462276255,-0.980196059,-2.032296157,0.115853516,FALSE,0,0,1,,,,,,,,,
207,-1.208718652,0.594858582,1.020204061,-2.829286269,0.055761966,FALSE,0,0,1,,,,,,,,,
208,-0.826666135,-0.667830251,-0.980196059,-3.694324285,0.024261017,FALSE,0,0,1,,,,,,,,,
209,2.134240876,-0.697195107,-0.980196059,2.645672134,0.933743743,TRUE,1,1,1,,,,,,,,,
210,-1.304231782,0.418669443,1.020204061,-3.226158525,0.038193111,FALSE,0,0,1,,,,,,,,,
211,0.701543935,1.798817702,-0.980196059,2.27297661,0.906614108,TRUE,1,1,1,,,,,,,,,
212,0.988083323,2.004371698,-0.980196059,3.112826112,0.95741872,TRUE,1,1,1,,,,,,,,,
213,1.656675229,1.769452846,-0.980196059,4.296535242,0.986567243,TRUE,1,1,1,,,,,,,,,
214,-0.158074229,-0.579735681,-0.980196059,-2.15984789,0.103414554,FALSE,0,0,1,,,,,,,,,
215,0.223978288,0.242480303,1.020204061,-0.12877162,0.467851507,FALSE,0,0,1,,,,,,,,,
216,0.128465159,-0.315451972,-0.980196059,-1.256222521,0.22162485,FALSE,0,0,1,,,,,,,,,
217,-0.635639876,0.125020877,1.020204061,-2.106225262,0.10849323,FALSE,0,0,1,,,,,,,,,
218,1.370135841,0.594858582,-0.980196059,2.404383943,0.917160991,TRUE,1,1,1,,,,,,,,,
219,-0.253587358,-0.344816828,1.020204061,-1.794253567,0.142552015,FALSE,0,0,1,,,,,,,,,
220,-1.686284299,0.35993973,-0.980196059,-4.428148531,0.011795768,FALSE,0,0,1,,,,,,,,,
221,1.847701488,-0.286087115,1.020204061,2.791504743,0.942215026,TRUE,1,1,1,,,,,,,,,
222,0.03295203,-0.579735681,-0.980196059,-1.748758577,0.148203846,FALSE,0,0,1,,,,,,,,,
223,-0.826666135,2.298020264,1.020204061,-0.157607516,0.460679481,FALSE,0,1,0,,,,,,,,,
224,0.988083323,-1.02020853,-0.980196059,-0.17163101,0.457197267,FALSE,0,1,0,,,,,,,,,
225,0.415004547,0.301210016,-0.980196059,0.030058046,0.507513946,TRUE,1,1,1,,,,,,,,,
226,-0.253587358,-0.286087115,-0.980196059,-2.046513214,0.114405176,FALSE,0,0,1,,,,,,,,,
227,-0.349100488,1.328979997,1.020204061,-0.18218603,0.454579056,FALSE,0,0,1,,,,,,,,,
228,1.083596453,0.536128869,1.020204061,2.040009621,0.884934248,TRUE,1,1,1,,,,,,,,,
229,-0.0625611,0.125020877,1.020204061,-0.872957322,0.294639318,FALSE,0,0,1,,,,,,,,,
230,0.223978288,-0.374181685,1.020204061,-0.798418218,0.310363979,FALSE,0,0,1,,,,,,,,,
231,0.128465159,0.27184516,-0.980196059,-0.618463857,0.350130904,FALSE,0,0,1,,,,,,,,,
232,-0.731153005,1.916277129,1.020204061,-0.366605992,0.409361387,FALSE,0,1,0,,,,,,,,,
233,-0.158074229,0.859142292,1.020204061,-0.281303649,0.430134198,FALSE,0,1,0,,,,,,,,,
234,0.415004547,0.154385733,-0.980196059,-0.12938162,0.46769964,FALSE,0,0,1,,,,,,,,,
235,-0.158074229,-0.286087115,1.020204061,-1.524933044,0.178736252,FALSE,0,0,1,,,,,,,,,
236,-1.686284299,-0.609100538,1.020204061,-5.164414814,0.005683915,FALSE,0,0,1,,,,,,,,,
237,-0.253587358,-0.755924821,-0.980196059,-2.556720146,0.071976315,FALSE,0,0,1,,,,,,,,,
238,-1.399744911,0.35993973,-0.980196059,-3.811514561,0.021636183,FALSE,0,0,1,,,,,,,,,
239,-0.253587358,-1.313857096,-0.980196059,-3.162590877,0.040598019,FALSE,0,0,1,,,,,,,,,
240,0.988083323,-0.84401939,1.020204061,0.335732103,0.583153429,TRUE,1,1,1,,,,,,,,,
241,1.179109582,-0.755924821,-0.980196059,0.526449702,0.628654681,TRUE,1,0,0,,,,,,,,,
242,0.319491418,0.066291164,-0.980196059,-0.430590076,0.393985436,FALSE,0,0,1,,,,,,,,,
243,0.03295203,-0.579735681,-0.980196059,-1.748758577,0.148203846,FALSE,0,0,1,,,,,,,,,
244,-0.540126747,1.916277129,-0.980196059,-0.271552192,0.432526074,FALSE,0,1,0,,,,,,,,,
245,0.892570194,1.270250284,-0.980196059,2.110083125,0.891879349,TRUE,1,1,1,,,,,,,,,
246,-0.349100488,-1.313857096,-0.980196059,-3.368135533,0.033306287,FALSE,0,0,1,,,,,,,,,
247,0.797057065,-1.401951665,-0.980196059,-0.997263455,0.269479799,FALSE,0,0,1,,,,,,,,,
248,2.038727746,-1.196397669,-0.980196059,1.898032613,0.869668694,TRUE,1,1,1,,,,,,,,,
249,1.46564897,-1.049573386,-0.980196059,0.82420434,0.695128075,TRUE,1,1,1,,,,,,,,,
250,-1.49525804,0.330574873,1.020204061,-3.732911638,0.023364137,FALSE,0,0,1,,,,,,,,,
251,-0.444613617,-0.550370825,-0.980196059,-2.744593926,0.060392692,FALSE,0,0,1,,,,,,,,,
252,1.083596453,0.477399156,1.020204061,1.976233754,0.878279105,TRUE,1,1,1,,,,,,,,,
253,0.510517677,1.240885427,-0.980196059,1.256016566,0.77833962,TRUE,1,1,1,,,,,,,,,
